"SurveyID" "SiteCode" "SiteLongitude" "SiteLatitude" "coral_imputation" "algae_imputation" "CCA_imputation" "rubble_imputation" "micro_mats_imputation" "rock_imputation" "sand_imputation" "seagrass_imputation" "other_inverts_imputation" 
"369" 6002126 "WA73" 116.5822 -20.57468 0.39 0 0 0 0.13 0.08 0.39 0 0.01
"370" 6002127 "WA73" 116.5822 -20.57468 0.55 0 0.01 0 0.13 0.01 0.3 0 0
"371" 6002128 "WA70" 116.53283 -20.58458 0 0.61 0 0 0.02 0.02 0.35 0 0
"372" 6002129 "WA70" 116.53283 -20.58458 0.03 0.48 0 0 0.13 0.05 0.3 0 0.01
"373" 6002130 "WA69" 116.59533 -20.60681 0.328577264790765 0.126612883838384 0.0159311133958634 0 0.199659118686869 0.053512765993266 0.288033877825878 0 0.021743119047619
"374" 6002131 "WA69" 116.59533 -20.60681 0.328577264790765 0.126612883838384 0.0159311133958634 0 0.199659118686869 0.053512765993266 0.288033877825878 0 0.021743119047619
"375" 6002132 "WA67" 116.46413 -20.61184 0.32 0 0 0 0.51 0.01 0.13 0 0.03
"376" 6002133 "WA67" 116.46413 -20.61184 0.36 0 0.01 0 0.53 0.01 0.09 0 0
"377" 6002134 "WA68" 116.46312 -20.60872 0.26 0 0.04 0 0.42 0.12 0.05 0 0.11
"378" 6002135 "WA68" 116.46312 -20.60872 0.3 0 0.04 0 0.3 0.15 0.16 0 0.05
"379" 6002136 "WA78" 116.53068 -20.543 0.05 0.38 0 0 0.04 0 0.51 0 0.02
"380" 6002137 "WA78" 116.53068 -20.543 0.01 0.56 0.03 0 0.06 0 0.31 0 0.03
"381" 6002138 "WA79" 116.53227 -20.53661 0.2 0.17 0.01 0 0.24 0.02 0.33 0 0.03
"382" 6002139 "WA79" 116.53227 -20.53661 0.176093571428571 0.299141714285715 0.0282857380952381 0 0.155407333333333 0.0217356229879512 0.257803732124428 0 0.019875202020202
"383" 6002140 "WA77" 116.63982 -20.5492 0.277008107744108 0.00576442424242424 0.0152716096681097 0 0.346688396344397 0.0820432053872053 0.289336674362675 0 0.00204361904761905
"384" 6002141 "WA77" 116.63982 -20.5492 0.3 0 0.02 0 0.35 0.01 0.32 0 0
"385" 6002142 "WA75" 116.61321 -20.56935 0.178541087542088 0.0172560774410774 0.00327437686387686 0 0.148489083694083 0.0607465943963444 0.591869634680134 0 0.0100578965848966
"386" 6002143 "WA75" 116.61321 -20.56935 0.09 0 0 0 0.04 0.03 0.83 0 0.01
"387" 6002144 "WA71" 116.54207 -20.57522 0.01 0.52 0.01 0 0.19 0.02 0.25 0 0
"388" 6002145 "WA71" 116.54207 -20.57522 0.01 0.58 0 0 0.12 0.03 0.25 0 0.01
"389" 6002146 "WA71" 116.54207 -20.57522 0.01 0.41 0 0 0.07 0.03 0.48 0 0
"390" 6002147 "WA74" 116.54156 -20.57385 0.0101010101010101 0.494949494949495 0.0101010101010101 0 0.262626262626263 0.0404040404040404 0.161616161616162 0 0.0202020202020202
"391" 6002148 "WA74" 116.54156 -20.57385 0.04 0.46 0 0 0.36 0 0.13 0 0.01
"392" 6002154 "WA87" 123.03509 -16.39654 0.411818775105078 0.233801105591847 0.0209972190686355 0.00128546042954144 0.0291436545093055 0.0554490164031893 0.0927791772643687 0 0.181652265144928
"393" 6002155 "WA87" 123.03509 -16.39654 0.411818775105078 0.233801105591847 0.0209972190686355 0.00128546042954144 0.0291436545093055 0.0554490164031893 0.0927791772643687 0 0.181652265144928
"394" 6002156 "WA87" 123.03509 -16.39654 0.411818775105078 0.233801105591847 0.0209972190686355 0.00128546042954144 0.0291436545093055 0.0554490164031893 0.0927791772643687 0 0.181652265144928
"395" 6002157 "WA87" 123.03509 -16.39654 0.411818775105078 0.233801105591847 0.0209972190686355 0.00128546042954144 0.0291436545093055 0.0554490164031893 0.0927791772643687 0 0.181652265144928
"396" 6002158 "WA86" 123.033795 -16.419257 0.414081216942961 0.227887543578152 0.0194743332355143 0.00014445032853134 0.0324676895132477 0.0529924340195694 0.094601619938676 0 0.183272281422925
"397" 6002159 "WA83" 123.05123 -16.43598 0.363022805885105 0.379252359075139 0.0387372296878752 0.00014445032853134 0.00916839935435703 0.046311671203798 0.0115881912766609 0 0.146604950841158
"398" 6002160 "WA83" 123.05123 -16.43598 0.363022805885105 0.379252359075139 0.0387372296878752 0.00014445032853134 0.00916839935435703 0.046311671203798 0.0115881912766609 0 0.146604950841158
"399" 6002161 "WA85" 123.068522 -16.430728 0.552083333333333 0.09375 0 0 0 0.0520833333333333 0.0208333333333333 0 0.28125
"400" 6002162 "WA85" 123.068522 -16.430728 0.441176470588235 0.338235294117647 0.0147058823529412 0 0 0.0441176470588235 0.0294117647058824 0 0.132352941176471
"401" 6002163 "WA84" 123.08899 -16.43131 0.2 0.61 0.05 0 0.01 0.02 0 0 0.11
"402" 6002164 "WA84" 123.08899 -16.43131 0.13 0.65 0.08 0 0.01 0.06 0 0 0.07
"403" 6002166 "NMP10" 113.76296 -23.21313 0.300000000021 0.104477611907313 0.0940298507565821 0 0.302985074621209 0.188059701503164 0.0104477611907313 0 0
"404" 6002167 "NMP10" 113.76296 -23.21313 0.34306608436751 0.199487869765201 0.0771095677289991 0.00409647148095941 0.215644102323822 0.130555134237564 0.038318880059091 0 0.00641046097027297
"405" 6002170 "NMP12" 113.78224 -23.32164 0.258463136060238 0.298624221471302 0.0219826673242946 0.043981954697142 0.0743199711026284 0.0400135903349596 0.243003451950353 0 0.0168149359903938
"406" 6002171 "NMP13" 113.76169 -23.17989 0.258823990296362 0.30537351329749 0.0361657786287252 0.000838247407597213 0.123004251443381 0.0715702606099515 0.256744668473452 0 0.00261973224121281
"407" 6002172 "NMP14" 113.76397 -23.17758 0.1800000000162 0.277027027004932 0.0664864864959838 0 0.28810810812593 0.0332432432429919 0.155135135113962 0 0
"408" 6002173 "NMP16" 114.35673 -21.64135 0.6 0 0.06 0 0.04 0.21 0.08 0 0.01
"409" 6002174 "NMP16" 114.35673 -21.64135 0.56 0 0.07 0 0.2 0.08 0.08 0 0.01
"410" 6002175 "NMP17" 114.33362 -21.66711 0.73 0 0.09 0 0.12 0.01 0.05 0 0
"411" 6002176 "NMP17" 114.33362 -21.66711 0.62 0.01 0.13 0 0.1 0.12 0.02 0 0
"412" 6002184 "NMP7" 113.76611 -23.16489 0.422680412371134 0.103092783505155 0.154639175257732 0 0.0927835051546392 0.0824742268041237 0.144329896907216 0 0
"413" 6002185 "NMP8" 113.76097 -23.17642 0.44 0.22 0.01 0 0.05 0.03 0.25 0 0
"414" 6002193 "NMP-S4" 113.77923 -23.33246 0.62 0.08 0.02 0 0.16 0.01 0.11 0 0
"415" 6002212 "RI22" 115.51443 -31.98754 0.02 0.92 0.01 0 0.01 0 0.03 0.01 0
"416" 6002227 "WA81" 118.48154 -20.29024 0.183673469387755 0.591836734693878 0.0204081632653061 0 0 0.0306122448979592 0 0 0.173469387755102
"417" 6002228 "WA82" 118.52584 -20.21246 0.40625 0.291666666666667 0.104166666666667 0 0 0.09375 0.0416666666666667 0 0.0625
"418" 6002243 "NMP22" 113.88472 -22.09786 0.19 0.66 0.06 0 0 0 0.06 0 0.03
"419" 6002244 "WA46" 114.00962 -28.89196 0.07 0.83 0.05 0 0.01 0.01 0 0 0.03
"420" 6002245 "WA46" 114.00962 -28.89196 0.07 0.88 0.04 0 0.01 0 0 0 0
"421" 6002246 "WA48" 114.0132 -28.85305 0.890054509264901 0.0849759197889447 0.000794999999999997 0 0.00518174946746375 0.00192259503195217 0.000397333333333333 0 0.000485132653061224
"422" 6002247 "WA48" 114.0132 -28.85305 0.95959595959596 0.0303030303030303 0 0 0.0101010101010101 0 0 0 0
"423" 6002248 "WA48" 114.0132 -28.85305 0.948979591836735 0.0510204081632653 0 0 0 0 0 0 0
"424" 6002249 "JMP-S10" 114.975 -30.2645 0.0180309047619048 0.754969857142857 0.135247023809524 0 4.99999999999972e-05 0.00437613095238095 0.0514885238095238 0.00192066666666667 0.037607
"425" 6002250 "JMP-S10" 114.975 -30.2645 0.04 0.59 0.26 0 0 0 0.04 0 0.07
"426" 6002251 "JMP-S10" 114.975 -30.2645 0.0180309047619048 0.754969857142857 0.135247023809524 0 4.99999999999972e-05 0.00437613095238095 0.0514885238095238 0.00192066666666667 0.037607
"427" 6002252 "JMP-S10" 114.975 -30.2645 0.0180309047619048 0.754969857142857 0.135247023809524 0 4.99999999999972e-05 0.00437613095238095 0.0514885238095238 0.00192066666666667 0.037607
"428" 6002253 "JMP-S10" 114.975 -30.2645 0 0.87 0.04 0 0 0.01 0.08 0 0
"429" 6002254 "JMP-S10" 114.975 -30.2645 0.0180309047619048 0.754969857142857 0.135247023809524 0 4.99999999999972e-05 0.00437613095238095 0.0514885238095238 0.00192066666666667 0.037607
"430" 6002255 "WA47" 114.01087 -28.85354 0.762886597938144 0.237113402061856 0 0 0 0 0 0 0
"431" 6002256 "WA47" 114.01087 -28.85354 0.404040404040404 0.555555555555556 0 0 0.0101010101010101 0.0303030303030303 0 0 0
"432" 6002257 "WA51" 113.7572 -28.67508 0.01 0.83 0 0 0.08 0 0.06 0.01 0.01
"433" 6002258 "WA51" 113.7572 -28.67508 0.112414290699834 0.617359752484147 0.0169791800972495 0.000142647936499676 0.0680000162918765 0.0867833831683468 0.0822009998947637 0.00646 0.0271584001043707
"434" 6002259 "JMP-S32" 114.98167 -30.41333 0.02 0.76 0.15 0 0 0 0 0 0.07
"435" 6002260 "JMP-S32" 114.98167 -30.41333 0.0139085714285714 0.802183833333334 0.112781285714286 0 0 0.0010855 0.0145319047619048 0.0106166666666667 0.0471448452380952
"436" 6002261 "JMP-S32" 114.98167 -30.41333 0.0139085714285714 0.802183833333334 0.112781285714286 0 0 0.0010855 0.0145319047619048 0.0106166666666667 0.0471448452380952
"437" 6002262 "JMP-S32" 114.98167 -30.41333 0.0139085714285714 0.802183833333334 0.112781285714286 0 0 0.0010855 0.0145319047619048 0.0106166666666667 0.0471448452380952
"438" 6002263 "JMP-S32" 114.98167 -30.41333 0.0139085714285714 0.802183833333334 0.112781285714286 0 0 0.0010855 0.0145319047619048 0.0106166666666667 0.0471448452380952
"439" 6002268 "JMP-S36" 115.03757 -30.3461 0.0069252380952381 0.827612166666667 0.0538341666666666 0 0 0.001521 0.0423733809523809 0.0564516666666666 0.0101086507936508
"440" 6002269 "WA52" 113.84345 -28.67135 0 0.47 0.14 0 0.05 0.21 0 0 0.13
"441" 6002270 "WA52" 113.84345 -28.67135 0.112565530430022 0.393554640019608 0.0955087581755168 0.00124363102430658 0.0602142342448646 0.136376911471101 0.0879136316034847 0.00072 0.101655514046849
"442" 6002271 "JMP-S42" 114.96651 -30.29043 0.00242314285714286 0.871708428571429 0.0504830357142857 0 0 0.000640583333333332 0.00646066666666667 0.0174589285714286 0.0524837857142857
"443" 6002272 "JMP-S42" 114.96651 -30.29043 0 0.93 0.03 0 0 0 0 0.01 0.03
"444" 6002273 "JMP-S42" 114.96651 -30.29043 0.00242314285714286 0.871708428571429 0.0504830357142857 0 0 0.000640583333333332 0.00646066666666667 0.0174589285714286 0.0524837857142857
"445" 6002274 "JMP-S42" 114.96651 -30.29043 0.00242314285714286 0.871708428571429 0.0504830357142857 0 0 0.000640583333333332 0.00646066666666667 0.0174589285714286 0.0524837857142857
"446" 6002275 "JMP-S42" 114.96651 -30.29043 0 0.85 0.04 0 0 0 0 0.03 0.08
"447" 6002276 "JMP-S44" 115.00283 -30.35217 0.0071652380952381 0.826202166666667 0.0548675 0 0 0.001521 0.0423733809523809 0.0563116666666666 0.0101944841269841
"448" 6002277 "JMP-S44" 115.00283 -30.35217 0.0071652380952381 0.826202166666667 0.0548675 0 0 0.001521 0.0423733809523809 0.0563116666666666 0.0101944841269841
"449" 6002278 "JMP-S44" 115.00283 -30.35217 0.0071652380952381 0.826202166666667 0.0548675 0 0 0.001521 0.0423733809523809 0.0563116666666666 0.0101944841269841
"450" 6002279 "JMP-S44" 115.00283 -30.35217 0.0071652380952381 0.826202166666667 0.0548675 0 0 0.001521 0.0423733809523809 0.0563116666666666 0.0101944841269841
"451" 6002280 "JMP-S44" 115.00283 -30.35217 0.01 0.78 0.06 0 0 0 0.05 0.09 0.01
"452" 6002281 "JMP-S44" 115.00283 -30.35217 0.0071652380952381 0.826202166666667 0.0548675 0 0 0.001521 0.0423733809523809 0.0563116666666666 0.0101944841269841
"453" 6002282 "WA54" 113.77563 -28.47336 0.253999190154528 0.210819475439996 0.0130728183199274 0 0.0250623864848598 0.230444592972792 0.138654397226076 9.99999999999933e-06 0.0221387049502213
"454" 6002283 "JMP-S5" 114.98772 -30.32908 0.00172190476190476 0.904127166666667 0.0429364523809524 0 0 0.0042525 0.0305014761904762 0.00455166666666667 0.0097219007936508
"455" 6002284 "JMP-S5" 114.98772 -30.32908 0.00172190476190476 0.904127166666667 0.0429364523809524 0 0 0.0042525 0.0305014761904762 0.00455166666666667 0.0097219007936508
"456" 6002285 "JMP-S5" 114.98772 -30.32908 0.00172190476190476 0.904127166666667 0.0429364523809524 0 0 0.0042525 0.0305014761904762 0.00455166666666667 0.0097219007936508
"457" 6002286 "JMP-S5" 114.98772 -30.32908 0 0.95 0.03 0 0 0 0.01 0 0.01
"458" 6002287 "JMP-S5" 114.98772 -30.32908 0.00172190476190476 0.904127166666667 0.0429364523809524 0 0 0.0042525 0.0305014761904762 0.00455166666666667 0.0097219007936508
"459" 6002288 "JMP-S5" 114.98772 -30.32908 0 0.9 0.04 0 0 0.01 0.05 0 0
"460" 6002289 "WA55" 113.77258 -28.46051 0 0.72 0 0 0 0.15 0.13 0 0
"461" 6002290 "WA55" 113.77258 -28.46051 0 0.52 0 0 0.02 0.26 0.2 0 0
"462" 6002291 "WA53" 113.77235 -28.47634 0.382978723404255 0.138297872340426 0.0531914893617021 0 0.0319148936170213 0.202127659574468 0.117021276595745 0 0.074468085106383
"463" 6002292 "WA49" 113.77761 -28.71898 0.63 0.1 0 0 0 0 0.27 0 0
"464" 6002293 "WA49" 113.77761 -28.71898 0.62 0.19 0 0 0 0 0.19 0 0
"465" 6002294 "WA49" 113.77761 -28.71898 0.83 0.04 0 0 0 0 0.13 0 0
"466" 6002295 "WA50" 113.82932 -28.70359 0.372822846288082 0.166229925527415 0.0329048202234541 0.00304123187971889 0.0750063536579272 0.0196846270016873 0.286307553594198 5.99999999999995e-05 0.0646282385136851
"467" 6002296 "WA50" 113.82932 -28.70359 0.244897959183673 0.13265306122449 0.0306122448979592 0 0.112244897959184 0.0204081632653061 0.377551020408163 0 0.0816326530612245
"468" 6002297 "WA62" 113.18267 -26.12171 0.36734693877551 0.173469387755102 0.0102040816326531 0 0 0.0816326530612245 0.326530612244898 0 0.0408163265306122
"469" 6002298 "WA60" 113.16653 -26.14294 0.27 0.7 0 0 0 0 0.01 0 0.02
"470" 6002299 "WA63" 113.23634 -26.09207 0.28 0.19 0 0 0 0.01 0.52 0 0
"471" 6002300 "WA61" 113.23715 -26.12424 0.0842105263157895 0.515789473684211 0.0105263157894737 0 0 0.252631578947368 0.0842105263157895 0 0.0526315789473684
"472" 6002301 "WA59" 113.21732 -26.16084 0 0.76 0 0 0 0 0.03 0 0.21
"473" 6002302 "WA59" 113.21732 -26.16084 0.01 0.87 0 0 0 0.01 0.07 0 0.04
"474" 6002862 "WA42" 115.74869 -31.83948 0.0341443834497631 0.518731636219551 0.143340850201137 0 0.0141726046531397 0.00467482255820557 0.0374165990795881 0.000272727272727272 0.0723869988917979
"475" 6002863 "WA91" 115.51566 -31.97733 0.01 0.8 0.01 0 0 0.01 0.1 0 0.07
"476" 6002865 "WA92" 115.70137 -31.71581 0.0330931581830431 0.488050306037744 0.196406084947972 0 0.0141169883955732 0.00604923148812586 0.0343134065172813 0.000272727272727272 0.0915861918793869
"477" 6002875 "WA88" 115.73277 -31.8216 0.0341443834497631 0.518731636219551 0.143340850201137 0 0.0141726046531397 0.00467482255820557 0.0374165990795881 0.000272727272727272 0.0724021690477979
"478" 6002881 "WA88" 115.73277 -31.8216 0.0341443834497631 0.518731636219551 0.143340850201137 0 0.0141726046531397 0.00467482255820557 0.0374165990795881 0.000272727272727272 0.0724021690477979
"479" 6002926 "RI19" 115.5159 -31.9891 0.00691765821480107 0.800805813131314 0.141986868686869 0 0.020092 0.00198649999999999 0.0307809747474748 0.00164060606060606 0.0155586785714286
"480" 6003293 "CI1" 105.66814 -10.42962 0.587628865979381 0.0309278350515464 0.0515463917525773 0 0.0721649484536082 0.237113402061856 0.0206185567010309 0 0
"481" 6003294 "CI2" 105.67081 -10.42658 0.540816326530612 0.0510204081632653 0.0408163265306122 0 0.0918367346938776 0.224489795918367 0.0510204081632653 0 0
"482" 6003295 "CI3" 105.66575 -10.42813 0.686868686868687 0.0101010101010101 0.0606060606060606 0 0.0404040404040404 0.202020202020202 0 0 0
"483" 6003296 "CI4" 105.67196 -10.42116 0.15 0 0 0 0.06 0.65 0.09 0 0.05
"484" 6003297 "CI5" 105.67226 -10.4197 0.535353535353535 0.0404040404040404 0 0 0.0909090909090909 0.252525252525253 0.0808080808080808 0 0
"485" 6003298 "CI6" 105.58156 -10.46143 0.535353535353535 0.0404040404040404 0 0 0.121212121212121 0.242424242424242 0.0404040404040404 0 0.0202020202020202
"486" 6003299 "CI7" 105.63594 -10.45623 0.545454545454545 0.0303030303030303 0 0 0.0808080808080808 0.212121212121212 0.131313131313131 0 0
"487" 6003300 "CI8" 105.5578 -10.46854 0.61 0.24 0 0 0.02 0.04 0.09 0 0
"488" 6003301 "CI9" 105.70836 -10.46368 0.414141414141414 0.0505050505050505 0.191919191919192 0 0.0202020202020202 0.252525252525253 0.0707070707070707 0 0
"489" 6003302 "CI10" 105.66985 -10.42366 0.464646464646465 0.151515151515152 0 0 0.0909090909090909 0.202020202020202 0.0909090909090909 0 0
"490" 6003303 "CI11" 105.66985 -10.42898 0.39 0.09 0.05 0 0.14 0.33 0 0 0
"491" 6003304 "CI12" 105.7077 -10.46304 0.454545454545455 0.111111111111111 0.0202020202020202 0 0.131313131313131 0.262626262626263 0.0202020202020202 0 0
"492" 8000651 "NT14" 130.8705 -12.3146 0.65 0.13 0 0 0.03 0 0.15 0 0.04
"493" 8000655 "NT12" 130.7922 -12.4073 0.07 0.07 0 0 0.05 0.02 0.61 0 0.18
"494" 8000656 "NT8" 130.83613 -12.472256 0.13 0.25 0 0 0.17 0.01 0.42 0 0.02
"495" 8000657 "NT3" 130.7969 -12.4854 0.29 0 0 0 0.01 0.01 0.69 0 0
"496" 8000658 "NT9" 130.8127 -12.4134 0.32 0.01 0 0 0.18 0.01 0.4 0 0.08
"497" 8000659 "NT10" 130.8614 -12.5629 0.11 0.01 0 0 0.16 0.02 0.53 0 0.17
"498" 8000660 "NT4" 130.7854 -12.4847 0.2 0.01 0 0 0.36 0.01 0.33 0 0.09
"499" 8000661 "NT7" 105.6282 -10.4607 0.530612244897959 0 0 0 0.163265306122449 0.214285714285714 0.0918367346938776 0 0
"500" 8000662 "NT6" 105.581 -10.4616 0.85 0 0.07 0 0.01 0.07 0 0 0
"501" 8000663 "NT1" 105.6689 -10.42918 0.649484536082474 0 0.0412371134020619 0 0.0206185567010309 0.22680412371134 0.0618556701030928 0 0
"502" 8000665 "NT13" 130.81166 -12.40605 0.24 0.72 0 0 0 0 0 0 0.04
"503" 8000666 "NT13" 130.81166 -12.40605 0.226412927161596 0.489572843076455 0.000675119068565208 0.000439090909095891 0.0350536756812192 0.00516 0.171109696112593 0 0.06273
"504" 8000672 "NT5" 130.787 -12.4766 0.3 0.01 0.02 0 0.22 0 0.42 0 0.03
"505" 8000673 "NT2" 130.8614 -12.5627 0.174108835132987 0.117396425335706 0.010574716532776 0.00351897639557029 0.137727895288363 0.0158104416482904 0.444373802672972 0 0.118279910040673
"506" 8000674 "NT11" 130.8538 -12.3448 0.422907175708457 0.223348462909754 0.00102341607556062 0.00608472203896916 0.032272 0.00934531960915962 0.19194123911407 0 0.0631973936848934
"507" 10000001 "RI9" 115.5047 -31.9902 0.00328473737373737 0.796175368686869 0.145266468253968 0 0.027723371511118 0.000561380952380946 0.0176572613418328 0.00042060606060606 0.0172844285714286
"508" 10000002 "RI9" 115.5047 -31.9902 0 0.78 0.15 0 0.03 0 0.02 0 0.02
"509" 10000003 "RI5" 115.54514 -32.02498 0.00336699814294144 0.811212725792535 0.130326489177489 0 0.0262775396825397 0.00520683477633478 0.0133145199985336 0.000666060606060606 0.0247634129752772
"510" 10000004 "RI5" 115.54514 -32.02498 0.00336699814294144 0.811212725792535 0.130326489177489 0 0.0262775396825397 0.00520683477633478 0.0133145199985336 0.000666060606060606 0.0247634129752772
"511" 10000005 "RI21" 115.54114 -31.9885 0 0.79 0.18 0 0 0 0 0 0.03
"512" 10000006 "RI21" 115.54114 -31.9885 0.00267424242424242 0.801416717171718 0.153606598021026 0 0.00798066666666667 0.00049971428571428 0.00713404545454546 0.00159660606060606 0.0248816666666667
"513" 10000007 "RI18" 115.5477 -32.02078 0.0054095840015273 0.831359787120097 0.1205108495671 0 0.0233484444444444 0.0014894181096681 0.0232688746161382 0.00276727272727273 0.0130402621816264
"514" 10000008 "RI18" 115.5477 -32.02078 0.0054095840015273 0.831359787120097 0.1205108495671 0 0.0233484444444444 0.0014894181096681 0.0232688746161382 0.00276727272727273 0.0130402621816264
"515" 10000009 "RI3" 115.4523 -32.01805 0 0.89 0.05 0 0.01 0 0.05 0 0
"516" 10000010 "RI3" 115.4523 -32.01805 0 0.77 0.11 0 0 0 0.12 0 0
"517" 10000011 "RI3" 115.4523 -32.01805 0 0.94 0.05 0 0 0 0.01 0 0
"518" 10000012 "RI3" 115.4523 -32.01805 0 0.860855035714286 0.0728251428571429 0 0.0039375 0.000462880952380946 0.0576102222222222 0 3.33333333333335e-05
"519" 10000013 "RI8" 115.45157 -32.02435 0 0.81 0.16 0 0.01 0.01 0.01 0 0
"520" 10000014 "RI8" 115.45157 -32.02435 0 0.65 0.18 0 0.01 0.04 0.12 0 0
"521" 10000015 "RI8" 115.45157 -32.02435 0 0.81 0.16 0 0.01 0 0.02 0 0
"522" 10000016 "RI8" 115.45157 -32.02435 0 0.7584475 0.162683666666667 0 0.00974950000000001 0.0161143412698413 0.0482024642857143 0 0.000513619047619048
"523" 10000017 "RI1" 115.50014 -32.01725 0 0.84 0.14 0 0.01 0 0.01 0 0
"524" 10000018 "RI1" 115.50014 -32.01725 6.99999999999997e-05 0.842801241341992 0.119576277777778 0 0.0229897395382395 0.000109416666666659 0.0135212857142857 0 0.000754833333333333
"525" 10000019 "RI1" 115.50014 -32.01725 0 0.9 0.09 0 0.01 0 0 0 0
"526" 10000020 "RI1" 115.50014 -32.01725 0 0.79 0.13 0 0.05 0 0.03 0 0
"527" 10000021 "RI7" 115.50535 -32.02472 0 0.79 0.13 0 0.05 0.01 0 0 0.02
"528" 10000022 "RI7" 115.50535 -32.02472 0 0.83 0.11 0 0.01 0 0 0 0.05
"529" 10000023 "RI7" 115.50535 -32.02472 0 0.87 0.1 0 0.03 0 0 0 0
"530" 10000024 "RI16" 115.58404 -32.02567 0.0283203092833093 0.663684891465677 0.182688268295197 0 0.0217694047619048 0.0090230275041051 0.0359896505875077 0.00012121212121212 0.0688165
"531" 10000025 "RI16" 115.58404 -32.02567 0.03 0.57 0.22 0 0.02 0.01 0.03 0 0.12
"532" 10000026 "RI16" 115.58404 -32.02567 0.02 0.7 0.17 0 0.02 0.01 0.05 0 0.03
"533" 10000027 "RI10" 115.557 -31.98618 0.0164912698412698 0.83697904040404 0.0940233044975566 0 0.004743 0.00029871428571428 0.0120324880437023 0.0197318181818182 0.00864367209510067
"534" 10000028 "RI10" 115.557 -31.98618 0.0202020202020202 0.838383838383838 0.101010101010101 0 0 0 0.0101010101010101 0.0303030303030303 0
"535" 10000029 "RI6" 115.52968 -32.02575 0.00782153490689205 0.765227330962688 0.151390518398268 0 0.0239970158730159 0.00580030129526558 0.016870894145537 0.00017 0.0395459841269841
"536" 10000030 "RI6" 115.52968 -32.02575 0.00782153490689205 0.765227330962688 0.151390518398268 0 0.0239970158730159 0.00580030129526558 0.016870894145537 0.00017 0.0395459841269841
"537" 10000031 "RI23" 115.53757 -31.97427 0 0.84 0.07 0 0 0.01 0 0 0.08
"538" 10000032 "RI23" 115.53757 -31.97427 0 0.87 0.04 0 0.02 0 0.03 0 0.04
"539" 10000033 "RI23" 115.53757 -31.97427 0.00184474747474747 0.849241388167388 0.0571404288291074 0 0.00882540476190477 0.00495372619047619 0.0191562326324469 0.000938181818181818 0.0564833387617673
"540" 10000034 "RI20" 115.46846 -31.99976 0.01 0.66 0.2 0 0 0.03 0.01 0 0.09
"541" 10000035 "RI20" 115.46846 -31.99976 0.0178880476190476 0.7149075 0.16276355952381 0 0.00589566666666667 0.0127941785714286 0.0101909942528736 7.99999999999999e-05 0.0735694841269841
"542" 10000036 "RI20" 115.46846 -31.99976 0.03 0.74 0.14 0 0.01 0 0 0 0.08
"543" 10000038 "RI2" 115.55708 -32.01552 0.01 0.85 0.09 0 0.05 0 0 0 0
"544" 10000039 "RI4" 115.51746 -31.98926 0.00380265821480107 0.792685813131314 0.149531035353535 0 0.022122 0.00102149999999999 0.0228009747474748 0.000820606060606061 0.0100361785714286
"545" 10000040 "RI4" 115.51746 -31.98926 0 0.78 0.17 0 0.03 0 0.02 0 0
"546" 10000041 "RI12" 115.4411 -32.03073 0 0.78 0.16 0 0.01 0 0 0 0.05
"547" 10000042 "RI12" 115.4411 -32.03073 0.00116033333333333 0.761926891156463 0.190775694606414 0 0.00629064285714286 0.00192530442176871 0.00569083333333333 0 0.0293800714285714
"548" 10000043 "RI12" 115.4411 -32.03073 0 0.76 0.23 0 0 0 0 0 0.01
"549" 20003005 "RED1" 35.98514 23.41758 0.591836734693878 0 0.193877551020408 0 0.112244897959184 0.0306122448979592 0 0 0.0714285714285714
"550" 20003006 "RED2" 35.85479 23.33986 0.487764097608749 0.00281499999999999 0.341032551020408 0 0.138286156235291 0.0130498673469388 0.00264657894740098 0 0.0198079614566883
"551" 20003007 "RED3" 35.876583 23.427283 0.51 0 0.22 0 0.23 0.01 0 0 0.03
"552" 20003008 "RED4" 35.90383 23.42852 0.41 0 0.21 0 0.24 0.04 0.03 0 0.07
"553" 20003009 "RED5" 35.86446 23.4303 0.32 0 0.59 0 0.07 0 0 0 0.02
"554" 20003010 "RED6" 35.93071 23.41057 0.65 0 0.17 0 0.16 0.02 0 0 0
"555" 20003011 "RED7" 35.82552 23.63558 0.44 0 0.54 0 0.02 0 0 0 0
"556" 20003012 "RED8" 35.71164 24.15678 0.43 0 0.44 0 0.12 0.01 0 0 0
"557" 20003013 "RED10" 35.5399 24.25309 0.15 0.04 0.07 0 0.54 0.06 0.09 0 0.05
"558" 20003014 "RED11" 35.13316 24.67004 0.222222222222222 0.181818181818182 0.0808080808080808 0 0.393939393939394 0.0303030303030303 0.0808080808080808 0 0.0101010101010101
"559" 20003015 "RED9" 35.61184 24.21989 0.4 0 0.43 0 0.17 0 0 0 0
"560" 20003016 "RED12" 35.18158 24.78735 0.387755102040816 0 0.173469387755102 0 0.224489795918367 0.153061224489796 0.0510204081632653 0 0.0102040816326531
"561" 20003017 "RED13" 34.93801 25.0712 0.282828282828283 0 0.383838383838384 0 0.313131313131313 0.0101010101010101 0 0 0.0101010101010101
"562" 34003024 "CAN2" -17.88635 27.8003 0 0.88679245282434 0 0 0.094339622644717 0 0.0188679245309434 0 0
"563" 34003025 "CAN3" -17.88882 27.79932 0 0.849056603786038 0.0566037735777358 0 0.0943396226362264 0 0 0 0
"564" 34003026 "CAN4" -17.99875 27.64554 0 0.774774774793243 0 0 0 0 0.225225225206757 0 0
