"Species","MaxLength","Trophic.Level","Water.column","Diel.Activity","Habitat","ThermalMP_5min_95max","Vulnerability","IUCN_status","Trophic_guild","Trophic_guild_name","Benthic","DP","RedList","LRFI","TopPred"
"Chromis lineata",7,3,"Demersal","Day","coral",28.982125,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis margaritifer",9,3,"Demersal","Day","coral",26.2555,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis multilineata",20,3,"Demersal","Day","coral",26.862,0.208427727272727,"NThr",8,"planktivore",0,1,0,1,0
"Chromis nigrura",6,3.4,"Demersal","Day","coral",28.162325,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis nitida",7,2.7,"Demersal","Day","coral",22.75345,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis notata",17,3.4,"Demersal","Day","coral",23.182,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis opercularis",16,2.7,"Demersal","Day","coral",28.287,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis ovalis",15,3.1,"Demersal","Day","coral",25.9475,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis pamae",10.4,3.4,"Demersal","Day","coral",24.7755,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis pelloura",14,NA,"benthic","Day","coral",24.847,0.208427727272727,NA,8,"planktivore",1,0,NA,0,0
"Chromis pembae",13,2.7,"Demersal","Day","coral",25.9125,0.208427727272727,"NThr",8,"planktivore",0,1,0,0,0
"Chromis retrofasciata",4,2.7,"Demersal","Day","coral",27.62605,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis scotochiloptera",16,3.4,"Demersal","Day","coral",29.0705,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis scotti",10,3.4,"Demersal","Day","coral",27.091075,0.208427727272727,"NThr",8,"planktivore",0,1,0,0,0
"Chromis ternatensis",10,3.4,"Demersal","Day","coral",27.20655,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis vanderbilti",4.5,3.2,"Demersal","Day","coral",24.86325,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis viridis",8,2.5,"Demersal","Day","coral",26.2845,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis weberi",13.5,3.4,"Demersal","Day","coral",26.7079,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis westaustralis",8.5,2.7,"Demersal","Day","rock",20.8745,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis xanthochira",14,2.7,"Demersal","Day","coral",27.1319,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis xanthura",15,3.4,"Demersal","Day","coral",27.5173,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chromis xutha",7,3,"Demersal","Day","coral",29.214175,0.208427727272727,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera biocellata",12.5,2,"Demersal","Day","coral",28.249,0.225135909090909,NA,2,"Herbivores Microvores Detritivores",0,1,NA,0,0
"Chrysiptera brownriggii",8,2.7,"Demersal","Day","coral",26.186,0.225135909090909,NA,2,"Herbivores Microvores Detritivores",0,1,NA,0,0
"Chrysiptera caesifrons",7,2.5,"Demersal","Day","coral",NA,0.225135909090909,NA,NA,NA,0,1,NA,0,0
"Chrysiptera cyanea",8.5,2.5,"Demersal","Day","coral",26.49975,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera flavipinnis",8,2.7,"Demersal","Day","coral",23.8824,0.225135909090909,"NThr",8,"planktivore",0,1,0,0,0
"Chrysiptera galba",7,2.7,"Demersal","Day","coral",25.35395,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera glauca",10,2.4,"Demersal","Day","coral",25.00885,0.225135909090909,NA,2,"Herbivores Microvores Detritivores",0,1,NA,0,0
"Chrysiptera hemicyanea",7.9375,2.653981894,"Demersal","Day","Coral",28.294025,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera notialis",9,2.7,"Demersal","Day","coral",21.9845,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera oxycephala",9,NA,"benthic","Day","coral",30.0895,0.225135909090909,NA,8,"planktivore",1,0,NA,0,0
"Chrysiptera parasema",7,3.4,"Demersal","Day","coral",29.8237,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera rex",7,2.5,"Demersal","Day","coral",26.058,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera rollandi",7.5,2.7,"Demersal","Day","coral",26.5845,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera springeri",5.5,NA,"benthic","Day","coral",28.792,0.225135909090909,NA,8,"planktivore",1,0,NA,0,0
"Chrysiptera starcki",7,2.8,"Demersal","Day","coral",23.2644,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera talboti",6,2.8,"Demersal","Day","coral",27.597,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera taupou",8,2.7,"Demersal","Day","coral",26.2291,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera traceyi",5,NA,"benthic","Day","coral",28.4468,0.225135909090909,NA,8,"planktivore",1,0,NA,0,0
"Chrysiptera tricincta",6,2.7,"Demersal","Day","coral",26.360725,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Chrysiptera unimaculata",10,2.1,"Demersal","Day","coral",24.76545,0.225135909090909,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Cirrhilabrus beauperryi",10,NA,"benthic","Day","coral",NA,0.214231363636364,"NThr",5,"microinvertivore",1,0,0,0,0
"Cirrhilabrus cyanopleura",15,3.4,"Demersal","Day","coral",28.7065,0.214231363636364,NA,8,"planktivore",0,1,NA,0,0
"Cirrhilabrus exquisitus",12,3.4,"Demersal","Day","coral",27.906875,0.214231363636364,NA,8,"planktivore",0,1,NA,0,0
"Cirrhilabrus flavidorsalis",6.5,NA,"benthic","Day","coral",29.541,0.214231363636364,"NThr",8,"planktivore",1,0,0,0,0
"Cirrhilabrus katherinae",7.1,3.3,"Demersal","Day","coral",25.4159,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Cirrhilabrus laboutei",12,3.4,"Demersal","Day","coral",24.599375,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Cirrhilabrus lineatus",12,3.4,"Demersal","Day","coral",26.9805,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Cirrhilabrus punctatus",13,3.4,"Demersal","Day","coral",23.2875,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Cirrhilabrus randalli",11.2,3.381818182,"pelagic site attached","Day","Coral",28.319,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Cirrhilabrus scottorum",13,3.4,"Demersal","Day","coral",26.54415,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Cirrhilabrus solorensis",11,3.4,"Demersal","Day","coral",29.1675,0.214231363636364,NA,5,"microinvertivore",0,1,NA,0,0
"Cirrhilabrus temminckii",9.9,3.4,"Demersal","Day","coral",23.6627,0.214231363636364,NA,5,"microinvertivore",0,1,NA,0,0
"Cirrhilabrus walindi",7,3.3,"Demersal","Day","coral",30.742,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Cirrhitichthys aprinus",13,3.5,"benthic","Day","coral",21.581,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Cirrhitichthys falco",7,4,"benthic","Day","coral",25.16,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Cirrhitichthys oxycephalus",10,4,"benthic","Day","coral",26.9836,NA,"NThr",7,"crustacivore",1,0,0,0,0
"Cirrhitops fasciatus",12.7,3.6,"benthic","Day","coral",25.617,NA,"NThr",7,"crustacivore",1,0,0,0,0
"Cirrhitops hubbardi",25,4,"benthic","Day","coral",25.7111,NA,"NThr",7,"crustacivore",1,0,0,1,0
"Cirrhitus pinnulatus",30,3.6,"benthic","Day","coral",26.63445,NA,"NThr",7,"crustacivore",1,0,0,1,0
"Cirrhitus rivulatus",60,4,"benthic","Day","coral",25.482,NA,"NThr",4,"piscivore",1,0,0,1,1
"Cirripectes alboapicalis",12.3,2,"benthic","Day","coral",22.0618,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes alboapicalis [green form]",12.3,2,"benthic","Day","rock",21.1109,NA,NA,NA,NA,1,0,NA,0,0
"Cirripectes alleni",6.5,2,"benthic","Day","coral",26.9311,0.239379545454545,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes auritus",9,2,"benthic","Day","coral",29.51455,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes castaneus",12.5,2,"benthic","Day","coral",26.661,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes chelomatus",12,2,"benthic","Day","coral",24.691,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes filamentosus",9,2,"benthic","Day","coral",26.725,0.236281818181818,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes fuscoguttatus",15,2,"benthic","Day","coral",25.891125,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes hutchinsi",10.6,2,"benthic","Day","rock",21.0105,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes polyzona",13,2.8,"benthic","Day","coral",26.8805,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes springeri",10,2,"benthic","Day","coral",28.139375,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes stigmaticus",13,2,"benthic","Day","coral",25.013,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes vanderbilti",10,2,"benthic","Day","coral",25.811,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cirripectes variolosus",10,2,"benthic","Day","coral",26.2775,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Clepticus parrae",30,3.3,"Demersal","Day","coral",27.12125,0.214231363636364,"NThr",8,"planktivore",0,1,0,1,0
"Cnidoglanis macrocephalus",91,2.8,"Demersal","Night","rock",19.8276,NA,NA,NA,NA,0,1,NA,1,NA
"Coradion altivelis",18,2.7,"Demersal","Day","rock",25.0257,0.22023,"NThr",5,"microinvertivore",0,1,0,0,0
"Coradion chrysozonus",15,2.8,"Demersal","Day","coral",26.26975,0.22023,"NThr",5,"microinvertivore",0,1,0,0,0
"Coris auricularis",40,3.4,"Demersal","Day","rock",20.2995,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Coris aurilineata",14,3.3,"Demersal","Day","rock",24.6835,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Coris aygula",120,3.4,"Demersal","Day","coral",25.321225,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Coris batuensis",17,3.4,"Demersal","Day","coral",25.6895,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Coris bulbifrons",95,3.3,"Demersal","Day","coral",22.171,0.214231363636364,"Thr",6,"macroinvertivore",0,1,1,1,0
"Coris caudimacula",20,3.4,"Demersal","Day","coral",25.98875,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,1,0
"Coris centralis",9.2,3.2,"Demersal","Day","coral",26.604,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Coris cuvieri",38,3.4,"Demersal","Day","coral",27.108025,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Coris dorsomacula",20,3.3,"Demersal","Day","rock",22.5961,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Coris formosa",60,3.3,"Demersal","Day","coral",28.0337,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Coris gaimard",40,3.5,"Demersal","Day","coral",25.768875,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Coris julis",30,3.2,"Demersal","Day","rock",20.31165,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Coris picta",25,3.3,"Demersal","Day","coral",20.245,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Coris pictoides",15,3.3,"Demersal","Day","coral",25.131,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Coris roseoviridis",19.8,3.3,"Demersal","Day","coral",25.558625,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Coris venusta",19.3,3.3,"Demersal","Day","coral",25.9475,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Coryphopterus dicrus",5,2.7,"benthic","Day","sand",25.499525,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Coryphopterus eidolon",6,2,"benthic","Day","sand",26.8716,0.229279090909091,"Thr",5,"microinvertivore",1,0,1,0,0
"Coryphopterus glaucofraenum",8,2.7,"benthic","Day","sand",26.58,0.229279090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Coryphopterus hyalinus",2.5,2.9,"benthic","Day","sand",26.6805,0.229279090909091,"Thr",NA,NA,1,0,1,0,0
"Coryphopterus lipernes",3,2.9,"benthic","Day","sand",27.974,0.229279090909091,"Thr",NA,NA,1,0,1,0,0
"Coryphopterus personatus",4,2.7,"benthic","Day","sand",28.31765,0.229279090909091,"Thr",5,"microinvertivore",1,0,1,0,0
"Coryphopterus urospilus",6.5,3.5,"benthic","Day","sand",25.799,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Corythoichthys conspicillatus",25,3.373076923,"benthic","Day","coral",26.30665,0.206553636363636,NA,NA,NA,1,0,NA,1,0
"Corythoichthys haematopterus",19.8,3.1,"benthic","Day","coral",24.933725,0.206553636363636,"NThr",5,"microinvertivore",1,0,0,0,0
"Corythoichthys intestinalis",16,3.2,"benthic","Day","coral",26.4578,0.206553636363636,"NThr",5,"microinvertivore",1,0,0,0,0
"Corythoichthys ocellatus",11,NA,"benthic","Night","coral",28.013375,0.206553636363636,"NThr",5,"microinvertivore",1,0,0,0,0
"Corythoichthys schultzi",16,3.8,"benthic","Day","coral",26.5073,0.206553636363636,"NThr",5,"microinvertivore",1,0,0,0,0
"Cratinus agassizii",60,4.2,"Demersal","Day","rock",23.505,0.247280909090909,"NThr",NA,NA,0,1,0,1,NA
"Crenimugil crenilabis",60,2.3,"pelagic site attached","Day","sand",25.279775,NA,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Crossosalarias macrospilus",10,2,"benthic","Day","coral",25.1665,0.236281818181818,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Cryptocentrus caeruleomaculatus",10,3,"benthic","Day","sand",25.305125,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Cryptocentrus caeruleopunctatus",13,3.4,"benthic","Day","sand",26.462,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Cryptocentrus cinctus",12,NA,"benthic","Day","sand",NA,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Cryptocentrus cryptocentrus",13,NA,"benthic","Day","sand",30.5165,0.229279090909091,"NThr",NA,NA,1,0,0,0,0
"Cryptocentrus fasciatus",14,3.4,"benthic","Day","sand",25.89665,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Cryptocentrus strigilliceps",10,3.3,"benthic","Day","sand",27.68585,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Ctenochaetus binotatus",22,2,"Demersal","Day","coral",26.6265,0.247441363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Ctenochaetus cyanocheilus",16,2.1,"Demersal","Day","coral",27.0941,0.247441363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Ctenochaetus flavicauda",11.8,2.2,"Demersal","Day","coral",26.5214,0.247441363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Ctenochaetus hawaiiensis",25,2,"Demersal","Day","coral",26.52655,0.247441363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Ctenochaetus marginatus",27,2,"Demersal","Day","coral",28.3355,0.247441363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Ctenochaetus striatus",26,2,"Demersal","Day","coral",26.790875,0.247441363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Ctenochaetus tominiensis",16,2.1,"Demersal","Day","coral",30.3665,0.247441363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Ctenochaetus truncatus",16,2.1,"Demersal","Day","coral",29.227,0.247441363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Ctenogobiops aurocingulus",8.5,NA,"benthic","Day","sand",27.9227,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Ctenogobiops crocineus",10,3.5,"benthic","Day","sand",27.03875,0.229279090909091,"NThr",NA,NA,1,0,0,0,0
"Ctenogobiops feroculus",8,3.3,"benthic","Day","sand",26.81505,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Ctenogobiops maculosus",4.4,3.5,"benthic","Day","sand",26.9944,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Ctenogobiops mitodes",7.6,3.349710145,"benthic","Day","Sand",28.1066,0.229279090909091,NA,NA,NA,1,0,NA,0,0
"Ctenogobiops pomastictus",8,3.3,"benthic","Day","sand",26.9247,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Ctenogobiops tangaroai",7.6,3.349710145,"benthic","Day","Sand",28.991625,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Cybiosarda elegans",45,4,"pelagic non-site attached","Day","water column",21.96915,0.326977272727273,"NThr",NA,NA,0,1,0,1,0
"Cyclichthys orbicularis",30,3.6,"Demersal","Day","coral",25.939325,NA,NA,6,"macroinvertivore",0,1,NA,1,0
"Cymbacephalus beauforti",50,4.5,"benthic","Night","sand",26.44925,0.247280909090909,"NThr",NA,NA,1,0,0,1,NA
"Cypho purpurascens",7.5,3.6,"benthic","Night","coral",26.044375,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Cypho zaps",6,NA,"benthic","Day","coral",29.915,NA,NA,5,"microinvertivore",1,0,NA,0,0
"Cyprinocirrhites polyactis",15,3.2,"benthic","Day","coral",24.77815,NA,"NThr",7,"crustacivore",1,0,0,0,0
"Dactylopus dactylopus",30,3.4,"benthic","Day","rock",23.69275,NA,NA,NA,NA,1,0,NA,1,0
"Dascyllus albisella",14,3.1,"Demersal","Day","Coral",25.81435,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dascyllus aruanus",10,2.5,"Demersal","Day","coral",25.134,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dascyllus carneus",7,2.7,"Demersal","Day","coral",29.3365,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dascyllus flavicaudus",12,2.8,"Demersal","Day","coral",26.655,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dascyllus marginatus",6,NA,"benthic","Day","coral",24.847,0.225135909090909,NA,8,"planktivore",1,0,NA,0,0
"Dascyllus melanurus",8,3,"Demersal","Day","coral",28.1351,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dascyllus reticulatus",9,3.1,"Demersal","Day","coral",25.4615,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dascyllus trimaculatus",11,2.8,"Demersal","Day","coral",25.53975,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Decapterus macarellus",46,3.4,"pelagic non-site attached","Day","water column",25.842475,0.270051363636364,"NThr",NA,NA,0,1,0,1,0
"Decapterus punctatus",32,NA,"benthic","Day","sand",NA,0.270051363636364,"NThr",8,"planktivore",1,0,0,1,0
"Dendrochirus barberi",16.5,4.2,"benthic","Day","coral",26.3575,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Dendrochirus zebra",25,3.6,"benthic","Day","coral",24.15895,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Dermatolepis dermatolepis",100,4.5,"Demersal","Day","rock",25.55825,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,1
"Diademichthys lineatus",5,3.1,"benthic","Day","coral",24.3135,NA,"NThr",NA,NA,1,0,0,0,0
"Diagramma labiosum",90,3.6,"Demersal","Night","coral",26.161,NA,"NThr",6,"macroinvertivore",0,1,0,1,0
"Diagramma melanacrum",NA,NA,"benthic","Day","coral",30.5165,NA,NA,6,"macroinvertivore",1,0,NA,NA,0
"Dicentrarchus labrax",103,3.8,"pelagic non-site attached","Day","water column",16.8962,NA,"NThr",NA,NA,0,1,0,1,NA
"Dicotylichthys punctulatus",43,3.5,"Demersal","Day","rock",20.454,NA,NA,6,"macroinvertivore",0,1,NA,1,0
"Dinolestes lewini",90,3.6,"pelagic site attached","Day","rock",17.46075,NA,NA,NA,NA,0,1,NA,1,NA
"Diodon holocanthus",50,3.3,"Demersal","Day","coral",25.66,NA,"NThr",6,"macroinvertivore",0,1,0,1,0
"Diodon hystrix",91,3.4,"Demersal","Day","coral",25.04505,NA,"NThr",6,"macroinvertivore",0,1,0,1,0
"Diodon liturosus",65,3.4,"Demersal","Day","coral",24.947,NA,NA,6,"macroinvertivore",0,1,NA,1,0
"Diplectrum bivittatum",25,NA,"benthic","Day","sand",NA,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Diplodus annularis",35,3.4,"Demersal","Day","rock",18.3643,0.213424545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Diplodus argenteus",44,3,"Demersal","Day","rock",20.18775,0.213424545454545,NA,NA,NA,0,1,NA,1,0
"Diplodus cervinus",44,3,"Demersal","Day","rock",18.599125,0.213424545454545,NA,NA,NA,0,1,NA,1,0
"Diplodus puntazzo",60,2.9,"Demersal","Day","rock",19.192225,0.213424545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Diplodus sargus",44,3,"Demersal","Day","rock",18.4492,0.213424545454545,NA,NA,NA,0,1,NA,1,0
"Diplodus vulgaris",45,3.2,"Demersal","Day","rock",19.6715,0.213424545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Diplogrammus goramensis",10,NA,"benthic","Night","sand",26.8718,NA,NA,NA,NA,1,0,NA,0,0
"Diploprion bifasciatum",25,4,"Demersal","Day","sand",25.74925,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Diproctacanthus xanthurus",10,3.3,"Demersal","Day","coral",30.0905,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Dipterygonotus balteatus",31.56617647,3.394444444,"pelagic non-site attached","Day","water column",26.094,NA,"NThr",NA,NA,0,1,0,1,0
"Dischistodus chrysopoecilus",15,2,"Demersal","Day","coral",27.4445,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dischistodus darwiniensis",10.3,2.1,"Demersal","Day","coral",26.85535,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dischistodus melanotus",16,2,"Demersal","Day","coral",27.369,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dischistodus perspicillatus",18,2,"Demersal","Day","coral",27.355125,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dischistodus prosopotaenia",17,2,"Demersal","Day","coral",26.3169,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Dischistodus pseudochrysopoecilus",18,2,"Demersal","Day","coral",26.783,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Doratonotus megalepis",9.4,3.3,"Demersal","Day","coral",27.1655,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Dotalabrus aurantiacus",15,3.4,"Demersal","Day","rock",16.1685,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Dunckerocampus dactyliophorus",19,NA,"benthic","Night","coral",27.80245,0.206553636363636,NA,5,"microinvertivore",1,0,NA,0,0
"Echeneis naucrates",110,3.4,"pelagic non-site attached","Day","water column",25.358825,NA,"NThr",4,"piscivore",0,1,0,1,1
"Echeneis neucratoides",75,3.3,"pelagic non-site attached","Day","water column",26.863025,NA,NA,4,"piscivore",0,1,NA,1,1
"Echidna nebulosa",100,4,"benthic","Night","coral",25.04825,0.285165,"NThr",7,"crustacivore",1,0,0,1,0
"Echidna nocturna",71,3.9,"benthic","Night","coral",22.469475,0.285165,"NThr",7,"crustacivore",1,0,0,1,0
"Ecsenius aequalis",4.3,2,"benthic","Day","coral",27.01175,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius alleni",3.4,2,"benthic","Day","coral",28.291,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius australianus",6,NA,"benthic","Day","coral",NA,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius bandanus",3.4,2,"benthic","Day","coral",29.1972,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius bathi",4,NA,"benthic","Day","coral",29.5915,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius bicolor",11,2,"benthic","Day","coral",26.8323,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius fijiensis",3.9,2,"benthic","Day","coral",25.882,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius fourmanoiri",4.9,2,"benthic","Day","coral",24.4065,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius frontalis",8,NA,"benthic","Day","coral",24.8409,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius gravieri",8,NA,"benthic","Day","coral",24.847,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius lineatus",9,2,"benthic","Day","coral",25.90075,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius lividanalis",5.82,2.169605475,"benthic","Day","Coral",28.8545,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius mandibularis",7.5,2,"benthic","Day","coral",NA,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius midas",13,2.6,"benthic","Day","coral",28.41805,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius minutus",4,2,"benthic","Day","coral",29.5425,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius nalolo",6.5,2,"benthic","Day","coral",29.227,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius namiyei",11,2,"benthic","Day","coral",29.7695,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius oculatus",4.7,2,"benthic","Day","coral",26.321,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Ecsenius prooculis",3.7,2,"benthic","Day","coral",30.297,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
